id,country,job_role,ai_specialization,experience_level,experience_years,salary_usd,bonus_usd,education_required,industry,company_size,interview_rounds,year,work_mode,weekly_hours,company_rating,job_openings,hiring_difficulty_score,layoff_risk,ai_adoption_score,company_funding_billion,economic_index,ai_maturity_years,offer_acceptance_rate,tax_rate_percent,vacation_days,skill_demand_score,automation_risk,job_security_score,career_growth_score,work_life_balance_score,promotion_speed,salary_percentile,cost_of_living_index,employee_satisfaction
53013,France,AI Engineer,MLOps,Mid,3,81830,17997,Diploma,Tech,Large,3,2026,Onsite,48.8,4.79,31,45.62194931348743,0.225,88,4.51,50.01,11,56.55,35.3,29,40,65,67,76,60,32,51,1.91,63
53014,Brazil,NLP Engineer,MLOps,Mid,3,36674,2170,PhD,Tech,Enterprise,6,2021,Onsite,49.9,3.65,10,54.06699115893067,0.12,58,1.38,53.47,10,66.21,41.9,30,4,76,76,35,68,62,53,1.18,60
53015,UK,Data Scientist,Generative AI,Entry,0,72793,10682,Bachelor,Energy,Startup,5,2022,Remote,50.5,3.33,10,77.15801305397872,0.357,55,5.12,76.17,13,80.71,23.9,27,64,97,62,43,62,44,23,2.25,76
53016,Canada,Machine Learning Engineer,NLP,Lead,16,193177,13235,Bachelor,Tech,Medium,4,2023,Hybrid,40.0,3.87,13,51.2103774501404,0.065,67,7.31,73.16,4,67.91,19.7,18,40,77,81,68,75,61,5,0.92,78
53017,France,Research Scientist,LLM,Mid,4,93135,9189,PhD,Consulting,Medium,2,2023,Hybrid,53.9,4.02,19,57.51547657687993,0.082,57,5.76,71.56,6,80.73,22.3,17,14,20,90,57,52,26,15,1.31,69
53018,USA,NLP Engineer,Forecasting,Senior,10,142602,14239,Bootcamp,Energy,Enterprise,2,2024,Hybrid,48.6,3.78,20,39.69491987184644,0.055,65,5.24,74.17,5,63.75,33.3,23,40,41,83,50,69,43,89,2.36,82
53019,UAE,AI Engineer,Forecasting,Entry,1,73110,10262,Bachelor,Retail,Enterprise,5,2025,Onsite,39.5,4.02,20,49.12000752230225,0.38,57,8.46,59.09,11,56.07,34.5,10,87,31,55,61,90,12,75,1.95,72
53020,Germany,Data Analyst,Reinforcement Learning,Senior,11,86678,11486,PhD,Finance,Enterprise,4,2022,Hybrid,40.9,4.26,27,42.776778227539005,0.064,74,0.7,60.9,6,82.35,13.4,13,93,52,91,45,87,17,50,1.02,77
53021,France,Software Engineer AI,MLOps,Senior,8,111157,20621,Bachelor,Healthcare,Startup,3,2020,Hybrid,51.2,3.92,21,24.228520591213773,0.154,67,9.25,59.49,6,91.22,34.9,27,9,22,73,63,42,31,60,2.39,63
53022,India,Software Engineer AI,NLP,Lead,14,65885,6383,Bachelor,Telecom,Large,4,2023,Onsite,44.7,4.17,15,49.20135130294737,0.055,83,5.69,60.52,12,94.84,26.7,18,100,39,85,79,81,50,33,2.35,81
53023,Germany,Machine Learning Engineer,Forecasting,Lead,12,109790,9630,Diploma,Tech,Enterprise,2,2023,Hybrid,41.6,4.52,7,65.47454668783809,0.08,63,3.3,88.72,11,80.34,17.1,14,97,40,87,56,79,26,29,1.11,82
53024,Australia,Data Analyst,MLOps,Entry,0,51319,4514,Master,Retail,Medium,5,2020,Remote,43.3,3.57,15,40.74796159997706,0.319,65,8.43,96.18,12,91.57,36.8,17,28,11,69,68,69,44,69,2.49,65
53025,Singapore,Research Scientist,Computer Vision,Senior,7,152911,7787,PhD,Energy,Small,6,2021,Remote,38.5,4.38,20,49.911850693986096,0.07,43,2.39,85.28,11,62.19,38.6,23,48,83,86,29,83,36,86,2.09,81
53026,India,Software Engineer AI,MLOps,Entry,1,28000,5887,Master,Finance,Startup,2,2024,Hybrid,51.5,4.03,21,69.00363880590083,0.479,75,1.48,62.74,8,76.66,30.1,13,43,20,48,37,52,55,98,0.78,57
53027,Canada,Software Engineer AI,MLOps,Lead,12,123838,9439,Bootcamp,Education,Small,5,2025,Hybrid,39.3,4.29,3,59.575117167511955,0.136,62,5.93,77.48,13,70.75,19.5,16,53,35,90,56,79,33,35,1.84,77
53028,Australia,AI Engineer,LLM,Lead,15,172874,19251,Diploma,Consulting,Startup,4,2023,Onsite,46.3,3.31,7,58.67155761536992,0.055,57,3.73,51.45,14,57.71,37.7,14,47,86,70,50,66,60,9,2.43,76
53029,France,Computer Vision Engineer,Forecasting,Senior,10,106720,15544,PhD,Education,Medium,4,2025,Hybrid,54.4,3.8,6,62.50105009050954,0.096,54,8.08,49.26,5,64.72,17.7,10,63,39,89,51,44,28,100,2.49,60
53030,Japan,Data Scientist,NLP,Senior,10,103497,15287,Master,Finance,Startup,6,2023,Remote,40.0,4.11,24,44.515170158890236,0.134,70,6.88,48.94,9,71.41,15.2,23,29,58,73,65,81,48,73,1.56,73
53031,Brazil,Data Scientist,Reinforcement Learning,Mid,3,41386,8035,Diploma,Finance,Startup,2,2022,Onsite,41.8,3.57,21,79.6173118502074,0.198,82,2.54,88.96,5,79.2,16.6,27,26,62,66,55,67,50,54,2.42,63
53032,France,NLP Engineer,Analytics,Mid,2,79223,11071,Bootcamp,Telecom,Large,6,2024,Remote,53.3,3.84,16,48.821307330649795,0.18,85,3.66,55.61,13,73.99,39.6,25,87,43,82,63,52,22,59,1.72,62
53033,UAE,NLP Engineer,Generative AI,Senior,7,78148,13391,PhD,Consulting,Enterprise,5,2025,Remote,40.7,3.86,28,30.05669984776634,0.095,72,2.82,80.64,9,91.16,33.3,29,43,31,80,63,76,12,70,2.26,77
53034,UAE,NLP Engineer,Forecasting,Senior,10,109497,7202,PhD,Finance,Large,7,2024,Hybrid,48.6,3.24,23,61.012572756938674,0.112,77,2.67,66.47,5,71.36,16.6,26,19,18,87,42,63,51,87,2.0,74
53035,USA,Research Scientist,NLP,Senior,9,141101,17218,Master,Retail,Large,2,2023,Onsite,52.2,3.29,34,27.730665327445774,0.117,79,9.49,62.53,11,69.23,34.8,30,83,99,86,69,51,17,83,2.06,71
53036,Singapore,Data Scientist,MLOps,Senior,8,127964,28142,Bachelor,Automotive,Medium,7,2021,Hybrid,48.2,4.11,26,33.25966261417958,0.105,63,7.53,82.76,12,64.41,19.4,17,86,66,76,61,67,50,52,2.13,77
53037,France,Data Scientist,Reinforcement Learning,Senior,9,102509,19776,Bachelor,Consulting,Medium,6,2021,Hybrid,36.7,4.28,17,45.108243624475236,0.034,100,3.37,53.09,3,67.46,33.8,29,75,53,87,71,88,30,44,0.61,88
53038,Japan,Data Analyst,Analytics,Mid,4,55591,7339,PhD,Finance,Medium,4,2026,Onsite,40.8,3.24,1,23.875631358558614,0.113,74,8.75,46.75,9,89.13,34.2,11,84,9,80,74,77,12,62,0.5,76
53039,Brazil,Data Analyst,Reinforcement Learning,Mid,3,28000,4316,Bachelor,Healthcare,Large,4,2020,Hybrid,40.8,4.33,17,42.61890324077001,0.218,68,6.05,79.76,11,86.7,21.1,13,44,58,73,71,85,64,94,1.6,67
53040,UK,Research Scientist,Forecasting,Mid,4,96293,7728,PhD,Automotive,Startup,2,2021,Onsite,46.9,3.28,5,40.6994459132044,0.115,77,0.31,66.43,9,63.48,25.4,23,17,23,61,46,57,67,30,1.94,78
53041,France,Data Scientist,Analytics,Senior,7,90980,11173,PhD,Finance,Medium,2,2026,Remote,36.5,3.84,20,62.8558755290396,0.061,96,1.23,46.25,9,71.7,22.6,17,71,90,86,67,88,52,24,2.45,82
53042,India,Software Engineer AI,LLM,Lead,18,73464,5153,Master,Retail,Enterprise,5,2020,Hybrid,54.6,3.94,21,66.43717695173824,0.0,61,4.45,45.43,12,66.99,15.7,29,35,1,91,44,64,40,53,2.14,75
53043,Netherlands,NLP Engineer,LLM,Lead,19,202620,41648,PhD,Energy,Medium,5,2021,Remote,41.8,4.1,26,45.14936884537687,0.074,75,8.27,59.98,10,66.27,19.9,18,64,47,89,56,70,33,72,2.36,90
53044,UAE,Computer Vision Engineer,Reinforcement Learning,Entry,0,62609,13500,Diploma,Retail,Startup,5,2024,Hybrid,47.4,4.72,43,63.5345519806182,0.399,91,2.13,63.21,11,63.72,40.4,29,86,52,64,67,55,39,73,2.49,57
53045,Germany,Computer Vision Engineer,LLM,Senior,9,122372,6654,Master,Retail,Small,7,2022,Onsite,48.8,4.63,10,60.97266185582781,0.024,48,5.97,76.53,11,81.4,22.1,30,100,89,87,48,65,81,19,1.23,71
53046,Brazil,Data Scientist,Reinforcement Learning,Lead,12,63858,5522,Diploma,Telecom,Small,3,2023,Hybrid,51.4,4.73,5,47.30678195193173,0.124,67,9.38,48.12,12,79.9,32.9,30,91,22,69,73,52,59,16,2.38,62
53047,France,Data Scientist,NLP,Senior,7,106923,14669,Master,Finance,Medium,2,2021,Remote,47.9,3.63,30,72.00914921281752,0.046,68,9.34,59.82,3,69.88,18.8,18,79,89,86,58,69,29,95,0.52,85
53048,Australia,Computer Vision Engineer,NLP,Entry,0,61391,12222,Bootcamp,Healthcare,Small,2,2020,Remote,38.4,3.6,17,66.0192400971055,0.419,84,6.22,54.52,11,77.77,30.2,18,83,60,58,66,72,22,57,1.03,72
53049,Canada,Machine Learning Engineer,Analytics,Lead,19,217476,12004,PhD,Consulting,Medium,4,2025,Hybrid,43.2,4.67,21,48.46365725270216,0.153,56,7.62,59.82,12,64.99,19.8,28,39,75,74,57,72,30,28,0.58,82
53050,Netherlands,Data Analyst,Forecasting,Entry,1,50837,6258,Master,Healthcare,Large,6,2023,Remote,49.3,4.5,36,58.1404181723021,0.282,39,1.75,89.69,3,76.31,34.1,17,75,37,66,35,46,55,55,2.44,71
53051,Brazil,AI Engineer,Generative AI,Entry,0,31152,4557,Master,Retail,Medium,4,2024,Hybrid,47.0,4.49,9,61.77743601966963,0.353,63,6.49,70.9,13,59.51,33.2,16,100,80,64,48,79,51,69,0.9,67
53052,Germany,Machine Learning Engineer,LLM,Entry,1,78936,7515,Diploma,Education,Startup,6,2023,Onsite,42.5,3.82,10,37.531269974061885,0.39,86,0.51,95.89,11,77.44,16.6,14,23,6,45,54,59,50,33,1.12,69
53053,Germany,Data Analyst,NLP,Mid,5,64215,3828,Diploma,Education,Large,3,2021,Onsite,51.4,3.57,21,70.64810305023659,0.174,68,5.94,75.09,11,76.3,12.7,12,64,36,71,51,60,33,34,1.01,62
53054,UK,Data Scientist,LLM,Entry,0,68716,9443,Master,Gaming,Large,2,2024,Hybrid,44.5,3.54,12,64.97483609631,0.389,72,1.13,56.77,4,61.89,29.1,18,92,59,61,37,68,13,94,2.24,68
53055,France,Data Scientist,Reinforcement Learning,Lead,13,108399,16300,Bachelor,Retail,Large,2,2022,Hybrid,51.7,3.97,11,44.983470054971576,0.111,67,3.44,60.91,5,89.28,16.5,25,79,49,89,50,56,49,96,2.2,77
53056,Japan,NLP Engineer,Analytics,Lead,15,137155,17497,Master,Consulting,Large,6,2021,Onsite,45.3,4.03,37,34.43179441629006,0.117,77,1.11,52.91,4,77.17,27.6,13,80,65,80,49,64,29,98,1.63,72
53057,Australia,Computer Vision Engineer,Analytics,Senior,10,152194,8425,Diploma,Finance,Enterprise,5,2025,Hybrid,39.2,4.1,20,48.64051780774363,0.119,87,3.9,71.99,8,60.41,14.8,25,73,92,90,72,90,30,67,0.96,90
53058,Netherlands,Machine Learning Engineer,Analytics,Lead,16,163478,22628,PhD,Energy,Small,6,2025,Onsite,36.8,4.01,26,49.90062776797038,0.087,38,4.51,56.46,3,67.45,17.7,23,89,63,87,31,82,43,20,1.19,83
53059,France,Data Analyst,Generative AI,Lead,19,111474,24505,PhD,Retail,Startup,7,2026,Remote,44.7,3.58,22,66.57359493722295,0.114,84,7.28,78.31,9,72.95,31.4,18,77,34,64,77,74,75,29,0.92,80
53060,India,AI Engineer,LLM,Lead,19,73946,12064,Bachelor,Consulting,Large,5,2024,Onsite,45.0,3.4,11,27.451587523916945,0.019,57,2.98,65.02,12,64.56,13.9,29,69,36,89,50,62,53,51,1.76,55
53061,Singapore,NLP Engineer,Analytics,Mid,3,85370,5351,Bootcamp,Telecom,Startup,2,2020,Onsite,43.4,4.52,28,81.24843053402324,0.205,59,7.41,64.28,3,60.44,29.0,11,56,28,78,58,63,45,77,0.81,72
53062,Canada,Computer Vision Engineer,LLM,Mid,2,79139,4390,PhD,Automotive,Medium,5,2026,Onsite,54.6,3.6,22,41.364442441754036,0.28,67,1.23,59.34,6,77.37,14.4,10,98,44,74,42,52,29,68,1.91,70
53063,Germany,AI Engineer,NLP,Mid,2,85799,14826,Diploma,Tech,Enterprise,6,2020,Hybrid,49.9,3.92,5,54.09483268895656,0.134,88,3.63,95.67,7,71.66,23.3,19,73,80,78,60,69,12,99,0.51,84
53064,Australia,Computer Vision Engineer,Analytics,Lead,12,173471,14984,Bachelor,Gaming,Large,6,2023,Onsite,48.9,4.49,6,61.80403420931108,0.071,83,2.31,82.67,5,57.4,14.9,20,83,92,92,44,52,45,64,2.33,78
53065,UK,Software Engineer AI,Analytics,Senior,11,120597,18378,Diploma,Consulting,Medium,4,2024,Onsite,52.4,4.43,7,48.81438826177108,0.125,76,3.75,58.81,4,73.87,21.5,14,76,32,78,68,54,35,77,1.09,74
53066,UAE,Machine Learning Engineer,Computer Vision,Mid,3,74127,10894,Bootcamp,Tech,Medium,4,2024,Remote,45.1,4.3,1,40.15034578136594,0.098,78,1.05,67.39,5,94.77,15.1,17,90,72,80,47,69,54,19,1.14,74
53067,Singapore,Research Scientist,Computer Vision,Mid,5,105375,8537,Master,Energy,Large,4,2022,Hybrid,49.9,3.56,17,57.186328583925324,0.207,76,3.24,85.19,3,80.16,40.9,18,73,63,70,57,62,46,65,0.84,75
53068,Australia,NLP Engineer,Computer Vision,Entry,1,71559,4367,Bootcamp,Finance,Medium,6,2020,Remote,52.4,4.15,10,44.013372992543445,0.383,92,4.81,67.05,3,72.57,30.3,20,55,59,63,64,68,12,29,1.42,68
53069,Australia,Computer Vision Engineer,Analytics,Mid,2,92310,15561,PhD,Energy,Large,3,2023,Remote,54.8,4.59,8,47.83531889572426,0.19,69,4.22,68.85,8,84.92,14.0,26,3,88,76,56,46,46,36,0.62,64
53070,Netherlands,Software Engineer AI,Generative AI,Lead,19,176197,13722,Diploma,Gaming,Medium,2,2026,Onsite,43.3,3.79,17,43.555901795048385,0.046,77,2.83,81.15,9,59.84,34.5,12,11,63,83,59,64,44,56,1.07,79
53071,Singapore,AI Engineer,Analytics,Mid,4,93425,8312,Bachelor,Gaming,Startup,2,2026,Remote,49.0,4.18,19,50.87625560313262,0.218,66,6.48,90.07,3,76.13,19.7,11,47,11,74,59,57,42,92,1.81,66
53072,USA,AI Engineer,Computer Vision,Senior,6,113601,16552,Bootcamp,Consulting,Large,4,2026,Remote,50.7,3.5,20,82.97799885083643,0.051,70,1.46,73.72,9,88.13,24.1,12,42,93,86,39,60,23,63,2.44,64
53073,Australia,Machine Learning Engineer,Generative AI,Mid,3,84321,6539,Bachelor,Consulting,Startup,6,2024,Onsite,54.1,3.89,8,43.966426584389396,0.207,70,1.66,87.41,7,62.98,27.3,28,8,67,71,58,43,47,92,1.94,75
53074,Japan,Software Engineer AI,Forecasting,Lead,15,150216,24007,Bootcamp,Healthcare,Small,5,2022,Remote,44.8,4.29,20,56.6966571270616,0.085,62,5.33,55.02,5,79.42,14.2,12,24,53,84,57,70,33,24,2.14,80
53075,Singapore,Computer Vision Engineer,Generative AI,Senior,6,96905,19957,Bachelor,Finance,Large,2,2022,Onsite,45.6,3.84,7,81.49001811186533,0.033,71,4.93,77.21,7,87.63,18.2,13,18,91,89,68,73,30,67,1.86,64
53076,Singapore,Software Engineer AI,Analytics,Entry,1,67533,9457,Bootcamp,Consulting,Enterprise,5,2021,Hybrid,39.3,3.28,7,77.82174474479339,0.334,68,8.26,52.41,7,76.55,24.3,16,3,69,73,69,85,12,78,1.57,75
53077,UK,Software Engineer AI,Forecasting,Mid,2,68061,14017,PhD,Retail,Large,6,2021,Hybrid,47.3,4.24,15,74.17439411488701,0.142,89,4.6,73.63,12,74.78,23.6,12,32,37,75,66,66,25,77,1.18,81
53078,Singapore,Computer Vision Engineer,Forecasting,Senior,8,150954,8557,Bootcamp,Healthcare,Large,3,2020,Remote,51.2,3.64,16,50.4229262030832,0.054,85,7.51,96.99,3,77.53,36.6,19,46,30,82,70,64,21,9,0.83,73
53079,Netherlands,Computer Vision Engineer,MLOps,Lead,16,130692,27442,PhD,Consulting,Enterprise,7,2023,Onsite,38.7,4.09,24,53.29418994257749,0.075,62,0.44,56.9,7,65.02,36.4,10,75,39,71,38,85,49,52,0.51,76
53080,Netherlands,Computer Vision Engineer,Analytics,Lead,12,137644,16220,Master,Tech,Enterprise,2,2020,Remote,44.7,4.51,8,59.75769980395885,0.017,78,8.49,57.68,12,60.88,36.5,12,57,37,96,79,80,13,84,2.09,87
53081,Germany,Computer Vision Engineer,Computer Vision,Entry,0,73086,9697,Master,Telecom,Medium,7,2022,Onsite,48.0,3.37,13,52.214875083513604,0.363,70,1.18,57.37,10,71.15,27.8,28,14,45,59,38,53,12,11,1.54,62
53082,France,Software Engineer AI,Forecasting,Entry,1,63828,9791,Bachelor,Healthcare,Small,2,2022,Remote,41.0,3.35,13,69.40867171297636,0.31,52,6.88,71.96,5,82.16,14.5,16,98,100,78,61,86,41,44,1.82,83
53083,India,NLP Engineer,Analytics,Lead,14,65977,6632,Diploma,Healthcare,Startup,7,2023,Remote,54.7,4.63,18,33.83074636525801,0.035,50,3.52,46.34,10,85.58,29.1,29,22,33,78,44,49,42,45,0.91,76
53084,UK,Data Scientist,Reinforcement Learning,Lead,15,122177,12102,Diploma,Telecom,Enterprise,2,2021,Hybrid,49.7,3.79,18,46.8607213093285,0.018,100,4.16,72.51,13,56.89,22.4,12,67,94,89,72,74,29,82,2.37,75
53085,Australia,Software Engineer AI,NLP,Mid,4,103196,17251,Master,Consulting,Small,3,2021,Remote,44.8,4.61,13,65.4844153865971,0.238,48,1.81,69.08,9,91.39,21.2,16,36,10,79,37,72,34,21,1.84,77
53086,France,Computer Vision Engineer,Analytics,Entry,0,61529,4909,PhD,Retail,Startup,7,2020,Remote,46.8,3.25,21,43.205385518542265,0.437,47,9.25,78.71,11,84.49,18.8,20,70,38,51,56,55,38,82,2.19,61
53087,Australia,AI Engineer,Forecasting,Mid,4,84824,15742,Bachelor,Automotive,Startup,3,2026,Onsite,39.2,3.52,7,39.65409593052448,0.205,86,0.83,48.62,11,61.63,32.4,13,51,34,64,42,66,44,30,2.1,66
53088,UAE,Software Engineer AI,NLP,Mid,5,68656,8779,Diploma,Healthcare,Enterprise,2,2021,Hybrid,38.8,4.18,19,64.25959636383917,0.134,74,4.0,93.56,7,80.47,14.1,25,17,13,80,56,86,50,33,1.76,70
53089,Singapore,Software Engineer AI,MLOps,Entry,1,80666,10855,Diploma,Education,Medium,5,2025,Onsite,42.3,3.46,21,23.19472799774914,0.318,71,6.66,91.64,10,76.51,22.9,20,57,45,63,80,74,12,47,2.29,60
53090,Canada,Computer Vision Engineer,Computer Vision,Lead,16,147306,31966,Master,Gaming,Enterprise,3,2020,Remote,36.7,3.43,19,47.264630590208526,0.0,93,5.5,93.76,11,76.43,37.5,30,64,80,91,77,95,58,92,0.99,89
53091,Singapore,Machine Learning Engineer,LLM,Entry,0,68182,5553,Bachelor,Automotive,Enterprise,2,2023,Remote,42.0,3.43,19,42.62085375420797,0.328,72,6.27,97.42,11,59.37,28.0,13,23,85,73,60,82,12,84,2.42,78
53092,Singapore,Machine Learning Engineer,NLP,Entry,1,76181,16188,Bachelor,Gaming,Enterprise,4,2026,Onsite,50.9,3.74,18,42.75334421959917,0.313,54,1.92,83.55,7,63.12,41.6,14,88,23,68,40,67,23,31,1.49,61
53093,Germany,Machine Learning Engineer,MLOps,Senior,7,124627,18064,Bachelor,Healthcare,Small,5,2025,Remote,46.1,3.23,32,62.57479621742588,0.017,89,7.36,68.24,12,56.08,37.9,11,84,50,85,73,72,39,100,1.75,66
53094,UK,Software Engineer AI,NLP,Senior,7,101483,20216,PhD,Gaming,Startup,2,2025,Hybrid,43.9,4.0,20,61.35121424781474,0.139,64,7.15,80.81,10,92.15,13.0,17,88,44,80,74,65,71,82,0.68,66
53095,Canada,NLP Engineer,LLM,Entry,0,78980,7334,Bachelor,Retail,Enterprise,3,2023,Onsite,52.8,3.78,18,35.22041176530599,0.375,72,4.22,47.29,7,81.39,26.2,15,66,56,71,55,64,17,57,2.04,76
53096,Japan,Data Analyst,NLP,Senior,9,89479,18987,Diploma,Automotive,Small,4,2023,Remote,44.5,4.4,23,72.58043457433709,0.012,62,0.94,98.7,14,91.44,25.4,14,64,6,88,25,62,63,85,1.43,70
53097,Canada,Machine Learning Engineer,Reinforcement Learning,Mid,5,98143,16240,Diploma,Telecom,Startup,7,2026,Onsite,41.1,3.76,32,56.28039686173715,0.088,62,8.63,61.68,5,84.41,23.8,19,94,46,79,56,70,35,8,1.13,74
53098,India,AI Engineer,MLOps,Lead,19,75183,4797,Master,Finance,Large,5,2025,Onsite,54.1,4.42,6,83.35193321970286,0.0,76,0.33,85.89,8,83.9,30.1,10,5,30,78,46,46,37,63,2.24,64
53099,Australia,Computer Vision Engineer,Generative AI,Senior,7,127474,26516,Bachelor,Gaming,Enterprise,2,2025,Remote,45.2,3.55,18,44.24276952889502,0.026,71,5.27,81.18,11,83.77,41.1,28,23,89,96,64,74,27,46,1.41,75
53100,India,Machine Learning Engineer,Forecasting,Lead,12,63352,5512,Diploma,Education,Medium,3,2021,Remote,53.2,4.06,23,88.97934055195148,0.141,57,1.3,48.84,10,58.27,13.4,18,25,78,85,44,59,33,88,2.48,63
53101,France,AI Engineer,Analytics,Senior,9,104302,7542,Bachelor,Finance,Large,7,2023,Onsite,45.7,3.28,18,65.92796327611174,0.061,83,6.16,64.11,4,66.4,26.4,20,37,8,93,72,71,42,19,1.9,75
53102,Brazil,Data Scientist,Computer Vision,Senior,9,66741,13428,Bachelor,Tech,Enterprise,4,2021,Onsite,42.8,4.46,18,77.13846062491749,0.056,92,5.15,65.48,3,65.49,13.0,28,3,96,87,76,88,35,73,1.0,76
53103,France,Software Engineer AI,NLP,Entry,0,62676,12168,PhD,Education,Large,2,2026,Hybrid,37.8,4.46,1,60.3670890045196,0.332,86,2.7,53.67,12,81.33,29.9,29,53,16,71,59,81,12,55,2.12,75
53104,USA,NLP Engineer,Forecasting,Lead,13,213413,31161,Bachelor,Education,Startup,3,2022,Hybrid,50.4,3.77,30,35.86956282120742,0.014,64,6.29,66.28,14,66.07,36.8,20,42,98,91,66,46,55,83,2.05,78
53105,Singapore,Computer Vision Engineer,Generative AI,Entry,0,83570,9270,Diploma,Healthcare,Small,3,2026,Remote,45.3,4.69,21,65.62770626015887,0.323,58,1.13,58.44,12,74.97,21.5,20,38,15,61,42,77,12,33,2.02,68
53106,Japan,Software Engineer AI,MLOps,Entry,1,60284,13117,Bootcamp,Tech,Enterprise,6,2020,Remote,50.2,3.52,20,70.31764821810579,0.497,59,4.37,90.13,14,88.71,19.1,16,87,63,56,49,62,12,76,2.29,69
53107,UAE,NLP Engineer,LLM,Lead,17,158321,11002,Bachelor,Gaming,Small,4,2021,Onsite,38.2,3.33,10,80.81598677972289,0.04,85,3.59,73.18,13,79.58,27.2,30,31,44,85,63,82,53,77,2.08,96
53108,Canada,Research Scientist,Analytics,Lead,15,198748,23151,Diploma,Education,Small,7,2025,Remote,41.6,3.99,16,59.926259158280125,0.0,77,6.78,77.46,14,90.05,40.7,30,18,43,96,69,94,24,70,1.68,87
53109,Canada,AI Engineer,Analytics,Lead,16,193570,15185,Diploma,Education,Small,4,2022,Remote,43.2,3.51,13,47.750500338021986,0.115,94,6.36,59.09,5,67.94,15.4,16,10,69,84,75,68,62,47,2.15,80
53110,Brazil,Machine Learning Engineer,Analytics,Mid,5,46267,7463,Bootcamp,Automotive,Small,7,2021,Onsite,46.7,4.41,18,75.36023960438204,0.13,67,4.5,99.27,11,75.07,32.8,23,35,63,84,50,68,68,99,1.34,71
53111,Germany,NLP Engineer,Analytics,Entry,0,52857,10819,Bachelor,Tech,Enterprise,2,2021,Onsite,52.6,3.9,21,28.8093306575713,0.332,86,3.88,58.99,7,78.53,13.8,12,77,85,70,52,63,12,57,2.11,63
53112,Australia,Research Scientist,LLM,Mid,2,100414,16981,Diploma,Finance,Startup,6,2025,Hybrid,42.0,3.55,22,55.10021544982056,0.18,76,2.87,69.6,10,74.34,38.5,14,10,87,61,56,62,35,4,2.09,76
53113,Netherlands,Data Scientist,MLOps,Entry,0,48937,5136,Bachelor,Gaming,Medium,5,2021,Onsite,42.6,4.78,7,37.91334977433014,0.408,77,4.54,72.48,12,83.01,17.3,29,83,26,59,57,63,16,74,0.99,65
53114,Australia,Data Scientist,Analytics,Mid,3,83570,16064,Bootcamp,Healthcare,Small,3,2022,Hybrid,50.2,3.86,10,51.15552936601499,0.134,69,9.34,63.38,12,92.0,40.5,10,82,73,83,62,55,20,81,2.28,69
53115,UK,NLP Engineer,Reinforcement Learning,Senior,8,100864,10576,Diploma,Tech,Medium,2,2021,Hybrid,53.2,3.93,1,67.3078080534877,0.135,95,9.49,83.82,10,68.2,34.9,11,55,59,82,80,57,13,53,2.03,70
53116,Singapore,NLP Engineer,Reinforcement Learning,Mid,2,71192,12249,PhD,Automotive,Small,5,2021,Onsite,51.1,4.44,25,41.44359313097227,0.168,100,5.55,81.48,14,61.9,37.1,28,15,48,82,80,55,46,16,1.7,72
53117,Japan,Computer Vision Engineer,Generative AI,Mid,3,73206,3947,PhD,Consulting,Medium,3,2025,Hybrid,48.0,3.73,20,38.20032117370188,0.239,79,4.77,74.9,14,79.54,34.5,19,99,47,79,69,56,19,19,1.78,65
53118,Canada,Software Engineer AI,Forecasting,Senior,8,132375,23532,Bachelor,Energy,Enterprise,3,2021,Hybrid,48.0,4.7,37,66.90827118350518,0.066,72,2.22,88.82,5,61.91,17.9,10,87,71,89,48,71,31,77,1.77,73
53119,India,Research Scientist,Computer Vision,Entry,0,30211,4728,PhD,Retail,Medium,6,2022,Hybrid,36.4,4.16,6,58.81435488962746,0.421,81,9.3,71.3,6,89.94,31.1,19,47,88,56,80,88,49,77,1.65,68
53120,Brazil,NLP Engineer,NLP,Mid,5,44037,5612,Master,Telecom,Startup,5,2024,Remote,41.4,3.55,15,61.6134330493357,0.156,63,2.65,62.37,12,85.23,33.5,25,77,50,68,45,71,65,59,2.34,69
53121,Japan,Data Scientist,Analytics,Senior,7,79819,10737,Bachelor,Energy,Large,7,2022,Onsite,37.0,3.74,16,73.16950228162737,0.083,67,8.91,74.85,3,90.64,24.9,18,21,92,81,85,80,49,87,0.65,76
53122,Brazil,Software Engineer AI,Computer Vision,Mid,5,55632,9941,Bachelor,Energy,Large,4,2023,Hybrid,52.1,4.79,24,63.49909311264927,0.138,76,1.95,68.71,12,92.49,21.2,29,15,22,75,46,57,65,27,1.92,68
53123,Japan,AI Engineer,Analytics,Mid,4,75892,11488,Diploma,Retail,Small,7,2026,Hybrid,49.9,3.21,9,57.82083892122484,0.246,66,9.43,77.19,11,62.88,24.3,16,93,53,79,60,70,45,66,0.73,86
53124,UAE,Data Analyst,Reinforcement Learning,Lead,13,91040,19448,Diploma,Energy,Enterprise,7,2020,Onsite,39.4,3.55,14,63.40305026241512,0.0,58,6.04,93.8,11,59.04,31.6,21,7,16,88,60,90,54,69,1.64,77
53125,Australia,Computer Vision Engineer,Reinforcement Learning,Mid,5,90151,15618,Bachelor,Consulting,Medium,3,2020,Hybrid,39.7,4.39,6,42.098466023756345,0.182,88,6.1,67.91,6,73.72,22.5,30,78,13,75,68,72,41,49,2.32,79
53126,India,AI Engineer,Reinforcement Learning,Lead,12,53303,2910,Master,Telecom,Small,4,2024,Remote,48.0,4.17,21,30.259276027478123,0.035,86,6.78,53.66,9,71.71,24.1,13,85,87,86,74,57,36,6,2.28,70
